cancer_loc,sex,race,survival_time,stage,survival_percent
18,2,1,3,2,
18,2,1,3,3,
18,2,1,4,1,
18,2,1,4,2,
18,2,1,4,3,
18,2,1,5,1,
18,2,1,5,2,
18,2,1,5,3,
18,2,2,0,1,
18,2,2,0,2,
18,2,2,0,3,
18,2,2,1,1,
18,2,2,1,2,
18,2,2,1,3,
18,2,2,2,1,
18,2,2,2,2,
18,2,2,2,3,
18,2,2,3,1,
18,2,2,3,2,
18,2,2,3,3,
18,2,2,4,1,
18,2,2,4,2,
18,2,2,4,3,
18,2,2,5,1,
18,2,2,5,2,
18,2,2,5,3,
19,1,1,0,1,100
19,1,1,0,2,100
19,1,1,0,3,100
19,1,1,1,1,89.2
19,1,1,1,2,70.9
19,1,1,1,3,31
19,1,1,2,1,82.5
19,1,1,2,2,51.1
19,1,1,2,3,13.3
19,1,1,3,1,78.1
19,1,1,3,2,43.7
19,1,1,3,3,7.9
19,1,1,4,1,75.1
19,1,1,4,2,39.4
19,1,1,4,3,5.6
19,1,1,5,1,72.6
19,1,1,5,2,36.8
19,1,1,5,3,5.1
19,1,2,0,1,100
19,1,2,0,2,100
19,1,2,0,3,100
19,1,2,1,1,85.7
19,1,2,1,2,61
19,1,2,1,3,24.6
19,1,2,2,1,77.8
19,1,2,2,2,38.1
19,1,2,2,3,12
19,1,2,3,1,72.4
19,1,2,3,2,31.1
19,1,2,3,3,9.5
19,1,2,4,1,69.5
19,1,2,4,2,25.2
19,1,2,4,3,7.8
19,1,2,5,1,66.6
19,1,2,5,2,24.2
19,1,2,5,3,6.2
19,2,1,0,1,100
19,2,1,0,2,100
19,2,1,0,3,100
19,2,1,1,1,80.7
19,2,1,1,2,60.5
19,2,1,1,3,26.8
19,2,1,2,1,73
19,2,1,2,2,43.2
19,2,1,2,3,11.7
19,2,1,3,1,68.7
19,2,1,3,2,36.5
19,2,1,3,3,8.3
19,2,1,4,1,65.8
19,2,1,4,2,32.1
19,2,1,4,3,6.1
19,2,1,5,1,63.4
19,2,1,5,2,29.4
19,2,1,5,3,5
19,2,2,0,1,100
19,2,2,0,2,100
19,2,2,0,3,100
19,2,2,1,1,75.2
19,2,2,1,2,56.9
19,2,2,1,3,27.1
19,2,2,2,1,63.5
19,2,2,2,2,41.1
19,2,2,2,3,7.9
19,2,2,3,1,55.9
19,2,2,3,2,30.9
19,2,2,3,3,4.1
19,2,2,4,1,53
19,2,2,4,2,29.1
19,2,2,4,3,4.1
19,2,2,5,1,50.2
19,2,2,5,2,29.1
19,2,2,5,3,4.1
20,1,1,0,1,100
20,1,1,0,2,100
20,1,1,0,3,100
20,1,1,1,1,97.6
20,1,1,1,2,89.1
20,1,1,1,3,41
20,1,1,2,1,96.4
20,1,1,2,2,81.4
20,1,1,2,3,26
20,1,1,3,1,95.2
20,1,1,3,2,75.7
20,1,1,3,3,19.2
20,1,1,4,1,93.9
20,1,1,4,2,71.4
20,1,1,4,3,14.8
20,1,1,5,1,92.7
20,1,1,5,2,67.5
20,1,1,5,3,11.5
20,1,2,0,1,100
20,1,2,0,2,100
20,1,2,0,3,100
20,1,2,1,1,96.4
20,1,2,1,2,81.2
20,1,2,1,3,32.3
20,1,2,2,1,95.1
20,1,2,2,2,73.9
20,1,2,2,3,18.3
20,1,2,3,1,94.1
20,1,2,3,2,66.5
20,1,2,3,3,12.3
20,1,2,4,1,92.3
20,1,2,4,2,63.3
20,1,2,4,3,9
20,1,2,5,1,91
20,1,2,5,2,58.4
20,1,2,5,3,6.7
20,2,1,0,1,100
20,2,1,0,2,100
20,2,1,0,3,100
20,2,1,1,1,97.4
20,2,1,1,2,85.5
20,2,1,1,3,35.2
20,2,1,2,1,96.4
20,2,1,2,2,77.4
20,2,1,2,3,21.6
20,2,1,3,1,95.3
20,2,1,3,2,72
20,2,1,3,3,17.1
20,2,1,4,1,94.3
20,2,1,4,2,67.4
20,2,1,4,3,14.5
20,2,1,5,1,93
20,2,1,5,2,64.1
20,2,1,5,3,12.4
20,2,2,0,1,100
20,2,2,0,2,100
20,2,2,0,3,100
20,2,2,1,1,96.9
20,2,2,1,2,80.3
20,2,2,1,3,31.5
20,2,2,2,1,94.9
20,2,2,2,2,69.7
20,2,2,2,3,21.2
20,2,2,3,1,92.6
20,2,2,3,2,65.3
20,2,2,3,3,17.5
20,2,2,4,1,90.5
20,2,2,4,2,61.3
20,2,2,4,3,14.3
20,2,2,5,1,90.1
20,2,2,5,2,61.1
20,2,2,5,3,11.7
22,1,1,0,1,100
22,1,1,0,2,100
22,1,1,0,3,100
22,1,1,1,1,64.6
22,1,1,1,2,45.8
22,1,1,1,3,54.4
22,1,1,2,1,46.8
22,1,1,2,2,29.6
22,1,1,2,3,41.6
22,1,1,3,1,40
22,1,1,3,2,25.1
22,1,1,3,3,39.4
22,1,1,4,1,36.1
22,1,1,4,2,22.5
22,1,1,4,3,36.4
22,1,1,5,1,34.4
22,1,1,5,2,21.1
22,1,1,5,3,34.9
22,1,2,0,1,100
22,1,2,0,2,100
22,1,2,0,3,100
22,1,2,1,1,69.6
22,1,2,1,2,46.9
22,1,2,1,3,59.7
22,1,2,2,1,50.7
22,1,2,2,2,30.1
22,1,2,2,3,42.2
22,1,2,3,1,44.5
22,1,2,3,2,26.8
22,1,2,3,3,42.2
22,1,2,4,1,41.5
22,1,2,4,2,25.9
22,1,2,4,3,36.4
22,1,2,5,1,39.1
22,1,2,5,2,24.8
22,1,2,5,3,29.4
22,2,1,0,1,100
22,2,1,0,2,100
22,2,1,0,3,100
22,2,1,1,1,63.1
22,2,1,1,2,43.7
22,2,1,1,3,55.6
22,2,1,2,1,48.1
22,2,1,2,2,30.4
22,2,1,2,3,47
22,2,1,3,1,42
22,2,1,3,2,25.5
22,2,1,3,3,43.6
22,2,1,4,1,39.3
22,2,1,4,2,23.4
22,2,1,4,3,41.8
22,2,1,5,1,37.1
22,2,1,5,2,21.4
22,2,1,5,3,37.1
22,2,2,0,1,100
22,2,2,0,2,100
22,2,2,0,3,100
22,2,2,1,1,68.4
22,2,2,1,2,56.2
22,2,2,1,3,61.3
22,2,2,2,1,55.5
22,2,2,2,2,47.2
22,2,2,2,3,54.4
22,2,2,3,1,49
22,2,2,3,2,41.3
22,2,2,3,3,48.2
22,2,2,4,1,46.9
22,2,2,4,2,34.6
22,2,2,4,3,41
22,2,2,5,1,45.2
22,2,2,5,2,31.7
22,2,2,5,3,41
23,1,1,0,1,100
23,1,1,0,2,100
23,1,1,0,3,100
23,1,1,1,1,99.8
23,1,1,1,2,98.7
23,1,1,1,3,68.6
23,1,1,2,1,99.8
23,1,1,2,2,98.1
23,1,1,2,3,60
23,1,1,3,1,99.8
23,1,1,3,2,97.7
23,1,1,3,3,57
23,1,1,4,1,99.8
23,1,1,4,2,97.1
23,1,1,4,3,54
23,1,1,5,1,99.8
23,1,1,5,2,96.6
23,1,1,5,3,50.3
23,1,2,0,1,100
23,1,2,0,2,100
23,1,2,0,3,100
23,1,2,1,1,98.5
23,1,2,1,2,95.8
23,1,2,1,3,60.4
23,1,2,2,1,98.5
23,1,2,2,2,94.9
23,1,2,2,3,52.5
23,1,2,3,1,98.5
23,1,2,3,2,93.3
23,1,2,3,3,49.2
23,1,2,4,1,98.5
23,1,2,4,2,92.3
23,1,2,4,3,44.6
23,1,2,5,1,98.5
23,1,2,5,2,91.6
23,1,2,5,3,42.6
23,2,1,0,1,100
23,2,1,0,2,100
23,2,1,0,3,100
23,2,1,1,1,99.9
23,2,1,1,2,99.3
23,2,1,1,3,70.9
23,2,1,2,1,99.9
23,2,1,2,2,99.1
23,2,1,2,3,66.7
23,2,1,3,1,99.9
23,2,1,3,2,99
23,2,1,3,3,63.1
23,2,1,4,1,99.9
23,2,1,4,2,98.9
23,2,1,4,3,62.6
23,2,1,5,1,99.9
23,2,1,5,2,98.6
23,2,1,5,3,60.1
23,2,2,0,1,100
23,2,2,0,2,100
23,2,2,0,3,100
23,2,2,1,1,99.8
23,2,2,1,2,97.2
23,2,2,1,3,64.8
23,2,2,2,1,99.8
23,2,2,2,2,96
23,2,2,2,3,56
23,2,2,3,1,99.8
23,2,2,3,2,96
23,2,2,3,3,53.4
23,2,2,4,1,99.8
23,2,2,4,2,96
23,2,2,4,3,50
23,2,2,5,1,99.8
23,2,2,5,2,96
23,2,2,5,3,46.8
24,1,1,0,1,100
24,1,1,0,2,100
24,1,1,0,3,100
24,1,1,1,1,95.8
24,1,1,1,2,96.7
24,1,1,1,3,86.6
24,1,1,2,1,94.7
24,1,1,2,2,95.2
24,1,1,2,3,83.2
24,1,1,3,1,94.1
24,1,1,3,2,94.4
24,1,1,3,3,81.1
24,1,1,4,1,93.7
24,1,1,4,2,93.2
24,1,1,4,3,78.7
24,1,1,5,1,93
24,1,1,5,2,93
24,1,1,5,3,77.8
24,1,2,0,1,100
24,1,2,0,2,100
24,1,2,0,3,100
24,1,2,1,1,93
24,1,2,1,2,97.9
24,1,2,1,3,83.1
24,1,2,2,1,91.9
24,1,2,2,2,96.4
24,1,2,2,3,79.3
24,1,2,3,1,91.2
24,1,2,3,2,94
24,1,2,3,3,75.3
24,1,2,4,1,90.2
24,1,2,4,2,89.6
24,1,2,4,3,73.7
24,1,2,5,1,90.2
24,1,2,5,2,88.4
24,1,2,5,3,71.4
24,2,1,0,1,100
24,2,1,0,2,100
24,2,1,0,3,100
24,2,1,1,1,94.1
24,2,1,1,2,97
24,2,1,1,3,84.5
24,2,1,2,1,92.4
24,2,1,2,2,96.3
24,2,1,2,3,81.3
24,2,1,3,1,91.3
24,2,1,3,2,95.3
24,2,1,3,3,79.4
24,2,1,4,1,90.4
24,2,1,4,2,94.7
24,2,1,4,3,77.7
24,2,1,5,1,89.2
24,2,1,5,2,93.9
24,2,1,5,3,76.3
24,2,2,0,1,100
24,2,2,0,2,100
24,2,2,0,3,100
24,2,2,1,1,94.6
24,2,2,1,2,96.5
24,2,2,1,3,89.9
24,2,2,2,1,92.1
24,2,2,2,2,95.5
24,2,2,2,3,86.8
24,2,2,3,1,90.7
24,2,2,3,2,94.3
24,2,2,3,3,84.5
24,2,2,4,1,89.9
24,2,2,4,2,94
24,2,2,4,3,82.4
24,2,2,5,1,89.9
24,2,2,5,2,91.4
24,2,2,5,3,82.4
25,1,1,0,1,100
25,1,1,0,2,100
25,1,1,0,3,100
25,1,1,1,1,89.9
25,1,1,1,2,84.2
25,1,1,1,3,77.1
25,1,1,2,1,87.4
25,1,1,2,2,80
25,1,1,2,3,70.9
25,1,1,3,1,85.6
25,1,1,3,2,77.7
25,1,1,3,3,67.8
25,1,1,4,1,83.8
25,1,1,4,2,76.2
25,1,1,4,3,65.1
25,1,1,5,1,82.9
25,1,1,5,2,74.2
25,1,1,5,3,62.6
25,1,2,0,1,100
25,1,2,0,2,100
25,1,2,0,3,100
25,1,2,1,1,81.2
25,1,2,1,2,80.6
25,1,2,1,3,69
25,1,2,2,1,78.3
25,1,2,2,2,74.8
25,1,2,2,3,60.9
25,1,2,3,1,77.1
25,1,2,3,2,71.6
25,1,2,3,3,57.3
25,1,2,4,1,75.5
25,1,2,4,2,69.7
25,1,2,4,3,54.8
25,1,2,5,1,74.1
25,1,2,5,2,65.5
25,1,2,5,3,52.1
25,2,1,0,1,100
25,2,1,0,2,100
25,2,1,0,3,100
25,2,1,1,1,89.4
25,2,1,1,2,83.5
25,2,1,1,3,78.8
25,2,1,2,1,87.1
25,2,1,2,2,79.3
25,2,1,2,3,73.4
25,2,1,3,1,85.3
25,2,1,3,2,77.7
25,2,1,3,3,70.5
25,2,1,4,1,83.9
25,2,1,4,2,76.7
25,2,1,4,3,68.4
25,2,1,5,1,83.1
25,2,1,5,2,76
25,2,1,5,3,66.2
25,2,2,0,1,100
25,2,2,0,2,100
25,2,2,0,3,100
25,2,2,1,1,88.4
25,2,2,1,2,82.6
25,2,2,1,3,73.2
25,2,2,2,1,85.4
25,2,2,2,2,78.1
25,2,2,2,3,65.5
25,2,2,3,1,84.3
25,2,2,3,2,74.1
25,2,2,3,3,61.8
25,2,2,4,1,83.1
25,2,2,4,2,71.3
25,2,2,4,3,58.9
25,2,2,5,1,81.8
25,2,2,5,2,69.7
25,2,2,5,3,57.6
26,1,1,0,1,100
26,1,1,0,2,
26,1,1,0,3,100
26,1,1,1,1,88.2
26,1,1,1,2,
26,1,1,1,3,77.5
26,1,1,2,1,83.2
26,1,1,2,2,
26,1,1,2,3,67.9
26,1,1,3,1,79.5
26,1,1,3,2,
26,1,1,3,3,59.9
26,1,1,4,1,76
26,1,1,4,2,
26,1,1,4,3,53.5
26,1,1,5,1,73.1
26,1,1,5,2,
26,1,1,5,3,48.3
26,1,2,0,1,100
26,1,2,0,2,
26,1,2,0,3,100
26,1,2,1,1,85.3
26,1,2,1,2,
26,1,2,1,3,78
26,1,2,2,1,78
26,1,2,2,2,
26,1,2,2,3,67.6
26,1,2,3,1,72.6
26,1,2,3,2,
26,1,2,3,3,59.9
26,1,2,4,1,67.8
26,1,2,4,2,
26,1,2,4,3,52.7
26,1,2,5,1,60.9
26,1,2,5,2,
26,1,2,5,3,47.7
26,2,1,0,1,100
26,2,1,0,2,
26,2,1,0,3,100
26,2,1,1,1,88.4
26,2,1,1,2,
26,2,1,1,3,75.5
26,2,1,2,1,81
26,2,1,2,2,
26,2,1,2,3,66.2
26,2,1,3,1,73.3
26,2,1,3,2,
26,2,1,3,3,58.7
26,2,1,4,1,67.4
26,2,1,4,2,
26,2,1,4,3,51.8
26,2,1,5,1,65.5
26,2,1,5,2,
26,2,1,5,3,45.7
26,2,2,0,1,100
26,2,2,0,2,
26,2,2,0,3,100
26,2,2,1,1,88.3
26,2,2,1,2,
26,2,2,1,3,79.3
26,2,2,2,1,78.1
26,2,2,2,2,
26,2,2,2,3,70
26,2,2,3,1,71
26,2,2,3,2,
26,2,2,3,3,61.4
26,2,2,4,1,66.7
26,2,2,4,2,
26,2,2,4,3,54.9
26,2,2,5,1,62.4
26,2,2,5,2,
26,2,2,5,3,48.8
